make_model,body_type,km,gear_type,fuel_type,price
Toyota Aygo,Compact,94654.0,Manuel,Gasoline,4450.0
Toyota C-HR,Off-Road/Pick-up,43913.0,Automatic,Electric/Gasoline,20700.0
Toyota C-HR,Off-Road/Pick-up,49299.0,Automatic,Electric/Gasoline,21795.0
Opel Corsa,Compact,77398.0,Manuel,Gasoline,5901.0
Volkswagen Golf,Compact,186000.0,Manuel,Gasoline,4500.0
Opel Mokka X,Off-Road/Pick-up,69959.0,Manuel,Gasoline,15750.0
Volkswagen Golf,Compact,,Manuel,Electric,27900.0
Opel Insignia,Station wagon,10.0,Automatic,Gasoline,51850.0
Opel Corsa,Compact,131151.0,Semi-automatic,Gasoline,5750.0
Volkswagen Golf,Compact,157527.0,Automatic,Diesel,13900.0
Opel Vivaro,Transporter,173611.0,Semi-automatic,Diesel,12950.0
Volkswagen Passat Variant,Station wagon,140831.0,Manuel,,17800.0
Toyota Aygo,Compact,24459.0,,Gasoline,5250.0
Opel Corsa,Compact,,Manuel,Gasoline,3950.0
Opel Astra,Station wagon,,Manuel,Gasoline,12445.0
Honda CR-V,Off-Road/Pick-up,184982.0,Manuel,,9950.0
Volkswagen Polo,Compact,155000.0,Semi-automatic,Gasoline,4950.0
Opel Mokka,Off-Road/Pick-up,41675.0,Manuel,Gasoline,14999.0
Toyota Auris,Compact,153579.0,Automatic,Electric/Gasoline,8950.0
Toyota Yaris,Compact,,Automatic,Gasoline,17750.0
Volkswagen Tiguan,Off-Road/Pick-up,120743.0,Manuel,Gasoline,13890.0
Opel Crossland X,Off-Road/Pick-up,39.0,Manuel,Gasoline,28995.0
Opel Crossland X,Off-Road/Pick-up,5588.0,Manuel,Gasoline,26950.0
Volkswagen Caddy,Van,407489.0,,Diesel,4795.0
Toyota Auris,Station wagon,221781.0,Automatic,Electric/Gasoline,11499.0
Volkswagen Golf Sportsvan,Van,92899.0,Automatic,Gasoline,16450.0
Tesla Model S,Compact,,Automatic,Electric,38599.0
Toyota Land Cruiser,Off-Road/Pick-up,,Semi-automatic,Gasoline,54500.0
Volkswagen T-Roc,Off-Road/Pick-up,51405.0,Automatic,Gasoline,26500.0
Volkswagen Crafter,Transporter,169198.0,Semi-automatic,Diesel,9500.0
Volkswagen up!,Compact,10.0,Manuel,Electric,27000.0
Volkswagen Golf GTE,Compact,105125.0,Manuel,Electric/Gasoline,18900.0
Honda HR-V,Van,177786.0,,Gasoline,14950.0
Volkswagen ID.4,Off-Road/Pick-up,,,Electric,52920.0
Honda CR-V,Off-Road/Pick-up,76855.0,,Gasoline,20495.0
Volkswagen Golf,Compact,118074.0,Automatic,Diesel,20945.0
Opel Astra,Van,187000.0,Manuel,Diesel,5950.0
Opel Mokka,,2468.0,Manuel,Gasoline,35392.0
Volkswagen Passat Variant,Station wagon,113900.0,Manuel,Gasoline,10400.0
Honda HR-V,Off-Road/Pick-up,92917.0,Semi-automatic,Gasoline,18400.0
Toyota Yaris,Compact,140775.0,Automatic,Electric/Gasoline,9950.0
Volkswagen Golf,Compact,120989.0,Automatic,Electric,16950.0
Opel Insignia,Station wagon,130940.0,Manuel,,12995.0
Volkswagen up!,Compact,187500.0,Manuel,Gasoline,4400.0
Opel Corsa,Compact,69080.0,Automatic,Gasoline,11999.0
Volkswagen Passat Variant,Station wagon,70336.0,Automatic,Electric/Gasoline,19990.0
Toyota Yaris,Compact,148863.0,Automatic,Electric/Gasoline,9940.0
Toyota Aygo,Compact,157000.0,Manuel,Gasoline,3200.0
Volkswagen Golf Variant,Station wagon,135052.0,Manuel,Diesel,14900.0
Volkswagen Golf,Station wagon,277500.0,Semi-automatic,,5950.0
Toyota Hilux,Off-Road/Pick-up,1.0,Automatic,Diesel,44900.0
Opel Mokka,Off-Road/Pick-up,125127.0,Automatic,Gasoline,
Toyota Yaris,Compact,,Automatic,Electric/Gasoline,10888.0
Volkswagen Caddy,Transporter,150961.0,,Diesel,6975.0
Opel Astra,Other,197000.0,Semi-automatic,Diesel,5850.0
Toyota Yaris,Compact,15755.0,Automatic,,17450.0
Toyota Aygo,Compact,158325.0,Manuel,Gasoline,4250.0
Volkswagen Polo,Compact,,,Diesel,8000.0
Toyota Yaris,Compact,29111.0,Automatic,Gasoline,16895.0
Opel Vivaro,Transporter,194190.0,Semi-automatic,Diesel,12999.0
Volkswagen Golf,Station wagon,163864.0,Manuel,Gasoline,9498.0
Volkswagen Golf,Station wagon,194000.0,Manuel,Diesel,5000.0
Opel Corsa,Compact,12.0,Automatic,Electric,24945.0
Volkswagen Crafter,Transporter,377888.0,Semi-automatic,Diesel,8950.0
Opel Crossland X,Off-Road/Pick-up,11542.0,,Gasoline,
Toyota Aygo,Convertible,91572.0,Automatic,Gasoline,4999.0
Volkswagen Golf,Station wagon,10700.0,Manuel,Gasoline,11950.0
Opel Corsa,Compact,149463.0,Automatic,Gasoline,6950.0
Volkswagen Tiguan,Off-Road/Pick-up,79505.0,Automatic,Gasoline,19850.0
Volkswagen Golf,Compact,230900.0,Automatic,Diesel,9911.0
Volkswagen Touran,Van,,Manuel,Gasoline,7945.0
Toyota Proace,Transporter,1.0,Manuel,Diesel,17995.0
Volkswagen Polo,Compact,214000.0,Manuel,Diesel,4999.0
Honda Civic,Sedans,216226.0,Manuel,Electric/Gasoline,4795.0
Volkswagen T5 Transporter,Transporter,123509.0,Automatic,Diesel,15950.0
Volkswagen Scirocco,Coupe,201987.0,,Gasoline,7000.0
Toyota Mirai,Sedans,5.0,Manuel,Other,76495.0
Opel Corsa,Compact,95740.0,,Gasoline,4999.0
Opel Meriva,Van,80056.0,Automatic,Gasoline,13750.0
Volkswagen Golf,Compact,,Automatic,Electric,16950.0
Volkswagen Passat CC,Sedans,,Semi-automatic,Gasoline,7950.0
Toyota Auris,Station wagon,115593.0,Automatic,Electric/Gasoline,13250.0
Opel Astra,Compact,177351.0,Manuel,Gasoline,4788.0
Toyota Yaris,Compact,8259.0,Automatic,Gasoline,18800.0
Toyota Verso,Van,95395.0,Manuel,Gasoline,13950.0
Volkswagen T6 Transporter,Transporter,152475.0,Automatic,Diesel,17950.0
Tesla Model X,Off-Road/Pick-up,85460.0,Automatic,Electric,57750.0
Opel Grandland X,Off-Road/Pick-up,28530.0,Semi-automatic,Gasoline,28750.0
Opel Astra,Station wagon,89055.0,Manuel,Diesel,12395.0
Opel Insignia,Station wagon,87757.0,Manuel,Gasoline,9950.0
Volkswagen Scirocco,Coupe,171261.0,Manuel,Gasoline,9450.0
Volkswagen Golf,Station wagon,190000.0,Manuel,Gasoline,7350.0
Volkswagen Tiguan,Off-Road/Pick-up,96765.0,Semi-automatic,Gasoline,22900.0
Volkswagen Polo,Compact,76000.0,Automatic,,
Toyota RAV 4,Off-Road/Pick-up,103078.0,Manuel,Electric/Gasoline,21990.0
Opel Astra,Compact,165000.0,Semi-automatic,Gasoline,5750.0
Volkswagen Polo,Compact,130300.0,,Diesel,7950.0
Opel Meriva,Van,,Manuel,Diesel,9850.0
Toyota Aygo,Compact,80000.0,Automatic,Gasoline,11500.0
Opel Ampera,Compact,148684.0,Automatic,Electric,20900.0
Volkswagen Passat Variant,Station wagon,15.0,Automatic,Electric/Gasoline,
Opel Grandland X,Off-Road/Pick-up,15000.0,Manuel,Gasoline,31940.0
Volkswagen Golf,,77435.0,Manuel,Electric,19500.0
Volkswagen Caddy,Transporter,140000.0,Automatic,Diesel,14245.0
Volkswagen T-Cross,Off-Road/Pick-up,15000.0,Manuel,Gasoline,27950.0
Volkswagen Caddy,Transporter,163700.0,Manuel,Diesel,5950.0
Volkswagen Touran,Van,1036.0,Semi-automatic,Gasoline,34999.0
Volkswagen Golf,Compact,141740.0,Automatic,Gasoline,25995.0
Toyota Auris,Station wagon,178500.0,Automatic,Electric/Gasoline,9990.0
Toyota Auris,Station wagon,66298.0,Manuel,Electric/Gasoline,15440.0
Volkswagen ID.4,Off-Road/Pick-up,21.0,,Electric,49090.0
Toyota C-HR,Off-Road/Pick-up,38489.0,Manuel,Electric/Gasoline,23995.0
Volkswagen Transporter,Transporter,123119.0,Automatic,Diesel,17950.0
Volkswagen Polo,Compact,182212.0,Automatic,Gasoline,9950.0
Volkswagen Polo,Compact,249532.0,Manuel,Diesel,4300.0
Volkswagen Touran,Van,111499.0,Manuel,Gasoline,14950.0
Toyota Prius,Compact,151198.0,Automatic,Electric/Gasoline,10450.0
Honda Civic,Compact,75068.0,Automatic,Gasoline,20900.0
Volkswagen Crafter,Transporter,206024.0,Semi-automatic,Diesel,8950.0
Opel Ampera,Compact,81872.0,Manuel,Electric,25990.0
Toyota Yaris,Compact,,Automatic,Gasoline,18740.0
Volkswagen Amarok,Off-Road/Pick-up,75338.0,Automatic,Diesel,41950.0
Toyota Proace,Transporter,94781.0,Manuel,Diesel,13950.0
Volkswagen Golf,Compact,20909.0,Manuel,Gasoline,18500.0
Opel Mokka X,Off-Road/Pick-up,37529.0,Automatic,Gasoline,23450.0
Volkswagen Golf Plus,Van,110416.0,Automatic,Gasoline,10950.0
Volkswagen Passat Variant,Station wagon,186073.0,Manuel,Diesel,9950.0
Volkswagen Caddy,Van,,Automatic,,26950.0
Toyota C-HR,Off-Road/Pick-up,,Automatic,Electric/Gasoline,19950.0
Opel Grandland X,Off-Road/Pick-up,6024.0,,Electric/Gasoline,35987.0
Volkswagen Caddy,Transporter,,Manuel,Diesel,6950.0
Toyota Auris,Station wagon,,Manuel,Gasoline,19995.0
Opel Corsa,Compact,99948.0,Semi-automatic,Other,6450.0
Opel Ampera,Other,,Manuel,Electric,33735.0
Opel Crossland X,Off-Road/Pick-up,28207.0,Automatic,Gasoline,20745.0
Opel Astra,Compact,,Automatic,Gasoline,23900.0
Volkswagen Beetle,Convertible,61371.0,Manuel,Gasoline,21950.0
Opel Corsa,Compact,2002.0,Manuel,Gasoline,16250.0
Volkswagen ID.4,Off-Road/Pick-up,2319.0,Semi-automatic,Electric,62775.0
Opel Zafira Tourer,Van,48215.0,Automatic,Gasoline,21750.0
Volkswagen Tiguan,Off-Road/Pick-up,46200.0,Semi-automatic,Gasoline,18450.0
Opel Grandland X,Off-Road/Pick-up,45727.0,Automatic,Gasoline,25950.0
Volkswagen Polo,Compact,222855.0,Manuel,Diesel,5000.0
Volkswagen Polo,Compact,197575.0,Manuel,Diesel,4999.0
Volkswagen Touareg,Off-Road/Pick-up,231112.0,Automatic,Diesel,16999.0
Honda Civic,Compact,,Automatic,Gasoline,31950.0
Toyota Proace,Transporter,118713.0,Manuel,Diesel,17500.0
Honda Jazz,Van,99811.0,Manuel,Gasoline,9494.0
Volkswagen Golf GTE,Compact,120265.0,Manuel,Electric/Gasoline,17500.0
Volkswagen Transporter,Transporter,159543.0,Automatic,Diesel,14950.0
Volkswagen Tiguan,Off-Road/Pick-up,25831.0,Semi-automatic,Diesel,34850.0
Volkswagen Amarok,Off-Road/Pick-up,172987.0,Automatic,Diesel,27244.0
Volkswagen Golf Plus,Van,,Manuel,Gasoline,8250.0
Volkswagen Golf Sportsvan,Van,81322.0,Automatic,Gasoline,16995.0
Volkswagen Touareg,Off-Road/Pick-up,149135.0,Automatic,Diesel,28945.0
Volkswagen ID.4,Off-Road/Pick-up,,Automatic,Electric,45950.0
Honda Jazz,Van,20776.0,Manuel,Gasoline,14945.0
Volkswagen Jetta,Sedans,123959.0,Manuel,Gasoline,7945.0
Honda CR-V,Off-Road/Pick-up,80562.0,Manuel,Gasoline,
Volkswagen Golf,Station wagon,182450.0,Manuel,Gasoline,6000.0
Toyota Yaris,Compact,93122.0,Automatic,Electric/Gasoline,10350.0
Toyota Yaris,Compact,37449.0,Semi-automatic,Electric/Gasoline,18650.0
Toyota Proace,Transporter,6.0,Manuel,,14999.0
Honda HR-V,Van,91636.0,Automatic,Gasoline,
Volkswagen up!,Compact,246434.0,,Gasoline,3200.0
Opel Insignia,Station wagon,5.0,Manuel,Diesel,41200.0
Volkswagen Passat,Sedans,128699.0,Automatic,Gasoline,11500.0
Opel Meriva,Van,,Automatic,Gasoline,11945.0
Volkswagen Golf,Compact,1200.0,Automatic,Gasoline,59500.0
Volkswagen Passat Variant,Station wagon,90985.0,Automatic,Electric/Gasoline,20450.0
Volkswagen Golf Sportsvan,Van,11189.0,,Gasoline,15945.0
Toyota Prius+,Van,115383.0,Automatic,Electric/Gasoline,14200.0
Opel Mokka,Off-Road/Pick-up,51361.0,Manuel,,15250.0
Toyota Auris,Station wagon,111183.0,Automatic,Electric/Gasoline,12640.0
Volkswagen Golf Cabriolet,Convertible,76613.0,Manuel,Gasoline,12950.0
Volkswagen Polo,Compact,211161.0,Manuel,Diesel,5750.0
Volkswagen Tiguan,Off-Road/Pick-up,119800.0,Manuel,Gasoline,10800.0
Toyota Prius,Compact,146589.0,,Electric/Gasoline,8895.0
Volkswagen Golf,Compact,87161.0,Semi-automatic,Gasoline,20999.0
Toyota Auris,Station wagon,254571.0,Automatic,Electric/Gasoline,8745.0
Tesla Model 3,Compact,8081.0,Automatic,Electric,39750.0
Opel Astra,Station wagon,188770.0,Automatic,Gasoline,8950.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,Electric,57872.0
Opel Mokka,Off-Road/Pick-up,,Manuel,Gasoline,15445.0
Toyota C-HR,Off-Road/Pick-up,60191.0,Automatic,Electric/Gasoline,21395.0
Volkswagen up!,Compact,97144.0,Manuel,Gasoline,5499.0
Volkswagen Beetle,Compact,100514.0,Manuel,Gasoline,11444.0
Opel Agila,Compact,114323.0,Manuel,Gasoline,4399.0
Opel Agila,Compact,110648.0,Manuel,Gasoline,
Volkswagen Arteon,Station wagon,10908.0,Automatic,Diesel,46950.0
Volkswagen Caddy,Transporter,156979.0,Automatic,Diesel,11690.0
Volkswagen Passat,Station wagon,250700.0,Automatic,Gasoline,6950.0
Opel Grandland X,Off-Road/Pick-up,21580.0,Manuel,Gasoline,27390.0
Opel Astra,Station wagon,229793.0,Manuel,Diesel,7900.0
Honda Jazz,Compact,47063.0,Manuel,Electric/Gasoline,10450.0
Volkswagen Crafter,Transporter,170341.0,Manuel,Diesel,7999.0
Honda CR-V,Off-Road/Pick-up,115229.0,Manuel,Gasoline,13950.0
Opel Corsa,Compact,,Automatic,Gasoline,6950.0
Opel Grandland X,Off-Road/Pick-up,15.0,Automatic,Electric/Gasoline,37983.0
Opel Meriva,Van,72564.0,Automatic,Gasoline,12500.0
Volkswagen Golf,Compact,49433.0,Automatic,,23999.0
Volkswagen Amarok,Off-Road/Pick-up,75338.0,Automatic,Diesel,37950.0
Opel Corsa,Compact,191000.0,Semi-automatic,Gasoline,5245.0
Volkswagen Golf Sportsvan,Van,90425.0,Manuel,Gasoline,15450.0
Opel Meriva,Van,109536.0,Manuel,Gasoline,6950.0
Toyota Avensis,Station wagon,132228.0,Semi-automatic,Gasoline,17400.0
Opel Crossland X,Off-Road/Pick-up,11287.0,Automatic,Gasoline,23895.0
Volkswagen Passat Variant,Station wagon,269268.0,Automatic,Gasoline,6500.0
Opel Grandland X,Off-Road/Pick-up,1.0,Automatic,Electric/Gasoline,39795.0
Volkswagen Golf,Compact,50548.0,Manuel,Gasoline,18741.0
Opel Astra,Compact,202579.0,Manuel,Diesel,4190.0
Toyota Yaris,Compact,22749.0,Automatic,Gasoline,18480.0
Opel Crossland X,Off-Road/Pick-up,47743.0,Semi-automatic,Gasoline,16940.0
Volkswagen None,Other,47280.0,Manuel,Diesel,46900.0
Volkswagen Tiguan,Off-Road/Pick-up,100054.0,Semi-automatic,Gasoline,22350.0
Toyota Prius,Van,134855.0,Automatic,Electric/Gasoline,14950.0
Opel Astra,Station wagon,144218.0,Manuel,Gasoline,11450.0
Toyota Auris,Compact,194654.0,Automatic,Electric/Gasoline,8900.0
Tesla Model 3,Compact,1001.0,Automatic,Electric,60355.0
Opel Corsa,Compact,5.0,Automatic,Electric,36435.0
Tesla Model 3,Compact,,Automatic,Electric,40950.0
Volkswagen Golf Variant,Station wagon,96000.0,,Diesel,18900.0
Opel Astra,Coupe,244000.0,Semi-automatic,Gasoline,4000.0
Toyota Land Cruiser,Transporter,25735.0,Automatic,Diesel,98000.0
Volkswagen Caddy,Other,183233.0,Manuel,Diesel,8300.0
Toyota Prius+,Van,133564.0,Automatic,Electric/Gasoline,14500.0
Toyota Aygo,Compact,10.0,Semi-automatic,Gasoline,19349.0
Opel Vivaro,Transporter,157833.0,Semi-automatic,Diesel,8999.0
Volkswagen Caddy,Transporter,137920.0,Semi-automatic,Diesel,8950.0
Opel Mokka,Off-Road/Pick-up,10.0,Automatic,Electric,35905.0
Volkswagen Golf Variant,Station wagon,149138.0,Manuel,Gasoline,11445.0
Opel Astra,Station wagon,240102.0,Semi-automatic,Diesel,2995.0
Volkswagen Tiguan,Off-Road/Pick-up,72606.0,Automatic,Gasoline,18950.0
Tesla Model S,Compact,123683.0,Automatic,Electric,49250.0
Opel Grandland X,Off-Road/Pick-up,30347.0,Automatic,Gasoline,25696.0
Toyota Auris,Compact,76676.0,Automatic,Electric/Gasoline,
Toyota Aygo,Compact,192765.0,Manuel,Gasoline,3299.0
Volkswagen Golf,Compact,26730.0,Automatic,Electric,
Opel Corsa,Compact,48904.0,Manuel,Gasoline,6495.0
Opel Zafira,Van,44420.0,Automatic,Gasoline,21750.0
Honda Jazz,Compact,66827.0,Automatic,Gasoline,13950.0
Opel Corsa,Coupe,51000.0,Semi-automatic,Gasoline,10600.0
Volkswagen Crafter,Transporter,157297.0,Manuel,Diesel,11888.0
Volkswagen Golf Variant,Station wagon,124759.0,Automatic,Gasoline,14999.0
Volkswagen Golf,Station wagon,39646.0,,Gasoline,17999.0
Volkswagen Golf Sportsvan,Van,54384.0,Automatic,Gasoline,22950.0
Opel Crossland,Van,10.0,Automatic,Gasoline,39681.0
Volkswagen T5 Transporter,Transporter,,Manuel,Gasoline,14895.0
Volkswagen Golf Variant,Station wagon,73617.0,Manuel,,9999.0
Opel Corsa,Compact,214170.0,Semi-automatic,Diesel,2950.0
Toyota Auris,Station wagon,,Semi-automatic,Gasoline,8995.0
Opel Agila,Compact,107200.0,Semi-automatic,Gasoline,5249.0
Toyota Supra,Coupe,8206.0,,Gasoline,74940.0
Toyota Auris,Compact,114379.0,Automatic,Electric/Gasoline,10150.0
Opel Insignia,,160083.0,Manuel,Gasoline,8950.0
Opel Mokka-E,Off-Road/Pick-up,15.0,Manuel,Electric,37395.0
Opel Grandland X,Off-Road/Pick-up,25838.0,Manuel,Gasoline,27837.0
Opel Agila,Van,59789.0,Semi-automatic,Gasoline,8350.0
Opel Mokka,,53965.0,Manuel,Gasoline,14900.0
Volkswagen Passat Variant,Station wagon,174595.0,Manuel,Electric/Gasoline,18124.0
Opel Insignia,Station wagon,,Automatic,Gasoline,22445.0
Honda Civic,Compact,94361.0,Manuel,Gasoline,
Toyota Aygo,Compact,119700.0,Manuel,Gasoline,4750.0
Volkswagen Tiguan,,59348.0,Manuel,,
Opel Grandland X,Off-Road/Pick-up,28250.0,Semi-automatic,Gasoline,27950.0
Volkswagen Caddy,Transporter,91219.0,Automatic,Diesel,15744.0
Volkswagen Golf,Station wagon,137000.0,Automatic,Gasoline,12950.0
Toyota Auris,Compact,122467.0,Automatic,Electric/Gasoline,8250.0
Toyota C-HR,Off-Road/Pick-up,52234.0,Manuel,Electric/Gasoline,21945.0
Volkswagen Golf GTE,Compact,96684.0,Manuel,Electric/Gasoline,16490.0
Volkswagen Amarok,Off-Road/Pick-up,153.0,Automatic,Diesel,36900.0
Volkswagen Golf,Station wagon,170820.0,Manuel,Diesel,8750.0
Toyota Hiace,Transporter,205964.0,Semi-automatic,Diesel,7950.0
Volkswagen ID.4,Off-Road/Pick-up,21.0,Automatic,Electric,49090.0
Tesla Model S,Compact,95987.0,Automatic,Electric,55658.0
Volkswagen Tiguan,Off-Road/Pick-up,109011.0,Manuel,Gasoline,13950.0
Opel Insignia,Station wagon,113002.0,Automatic,Gasoline,12900.0
Opel Vivaro,Transporter,179981.0,Semi-automatic,Diesel,5999.0
Toyota C-HR,Off-Road/Pick-up,94759.0,Manuel,Electric/Gasoline,22700.0
Opel Ampera,Compact,10.0,Automatic,Electric,37300.0
Volkswagen Golf Plus,Van,96937.0,Automatic,Gasoline,9495.0
Opel Mokka X,Off-Road/Pick-up,55172.0,Automatic,Gasoline,16450.0
Volkswagen Caddy,Transporter,125338.0,Automatic,Diesel,12945.0
Volkswagen Polo,Compact,87455.0,Semi-automatic,Gasoline,13850.0
Volkswagen Touran,Van,68173.0,Manuel,Gasoline,19490.0
Toyota Yaris,Van,28372.0,Automatic,Electric/Gasoline,16990.0
Opel Adam,Compact,59611.0,,Gasoline,12950.0
Volkswagen Golf Sportsvan,Van,11372.0,Automatic,,28900.0
Volkswagen Polo,Compact,167000.0,Manuel,Diesel,6500.0
Toyota C-HR,Off-Road/Pick-up,23466.0,Manuel,Electric/Gasoline,23940.0
Volkswagen Golf GTE,Compact,98508.0,Manuel,Electric/Gasoline,15999.0
Opel Astra,Compact,52848.0,Automatic,Gasoline,17900.0
Volkswagen up!,Compact,10.0,Automatic,Electric,25650.0
Volkswagen Tiguan,Off-Road/Pick-up,144454.0,Semi-automatic,Gasoline,19950.0
Volkswagen T-Roc,Off-Road/Pick-up,62990.0,,Gasoline,20750.0
Volkswagen Transporter,Other,54000.0,Manuel,Diesel,27500.0
Volkswagen Caddy,Van,,Semi-automatic,Gasoline,20950.0
Honda CR-V,Off-Road/Pick-up,37952.0,Automatic,Electric/Gasoline,38450.0
Volkswagen Transporter,Transporter,108480.0,Manuel,Diesel,16945.0
Honda Jazz,Van,29123.0,Manuel,Gasoline,14740.0
Opel Astra,Station wagon,82553.0,Manuel,Gasoline,10200.0
Toyota C-HR,Off-Road/Pick-up,25000.0,,Electric/Gasoline,22949.0
Opel Corsa,Compact,1.0,,Electric,32696.0
Opel Mokka X,Off-Road/Pick-up,62891.0,Automatic,Gasoline,22537.0
Volkswagen Golf,Station wagon,143000.0,Automatic,,20500.0
Volkswagen Golf GTE,Compact,114610.0,Manuel,Electric/Gasoline,12490.0
Volkswagen Golf,Station wagon,196000.0,,Diesel,16950.0
Opel None,Transporter,,Semi-automatic,Diesel,8410.0
Volkswagen Caddy,Transporter,288844.0,Manuel,Diesel,5950.0
Opel Meriva,Van,191697.0,Semi-automatic,Diesel,3750.0
Opel Crossland X,Off-Road/Pick-up,23673.0,Automatic,Gasoline,21750.0
Volkswagen Golf Sportsvan,Van,,Automatic,,20950.0
Volkswagen Tiguan,Off-Road/Pick-up,192131.0,Manuel,Diesel,21900.0
Honda Jazz,Compact,44015.0,Automatic,Gasoline,15900.0
Opel Grandland X,Off-Road/Pick-up,32926.0,Semi-automatic,Diesel,21950.0
Opel Corsa,Compact,10.0,Automatic,Gasoline,25133.0
Volkswagen Tiguan,Off-Road/Pick-up,172603.0,Manuel,Gasoline,11650.0
Volkswagen up!,Compact,142500.0,Semi-automatic,Other,4950.0
Opel Zafira,Van,53000.0,Automatic,Gasoline,19999.0
Opel Corsa,Compact,139002.0,Semi-automatic,Other,4991.0
Volkswagen Polo,Compact,155083.0,,Diesel,7695.0
Opel Mokka-E,Off-Road/Pick-up,15.0,Manuel,Electric,37395.0
Opel Agila,Compact,121712.0,Manuel,Gasoline,3650.0
Volkswagen Polo,Compact,189000.0,Manuel,Diesel,5450.0
Tesla Model S,,224884.0,Automatic,Electric,32950.0
Toyota Supra,Coupe,,Manuel,Gasoline,59945.0
Volkswagen Amarok,Off-Road/Pick-up,303157.0,Manuel,Diesel,17950.0
Opel Corsa,Compact,5.0,Automatic,Gasoline,26850.0
Toyota C-HR,Off-Road/Pick-up,41129.0,Semi-automatic,Gasoline,18995.0
Volkswagen T-Cross,Off-Road/Pick-up,11030.0,Manuel,Gasoline,28440.0
Toyota Yaris,Other,10000.0,Manuel,Gasoline,18450.0
Opel Mokka,Off-Road/Pick-up,75948.0,Manuel,Gasoline,16945.0
Toyota C-HR,Off-Road/Pick-up,24361.0,Manuel,,24395.0
Opel Astra,Station wagon,105000.0,Manuel,Gasoline,9300.0
Opel Agila,Compact,107229.0,Semi-automatic,Gasoline,5300.0
Volkswagen Jetta,Sedans,,Automatic,Gasoline,8300.0
Opel Mokka X,Off-Road/Pick-up,62672.0,Semi-automatic,Gasoline,17495.0
Toyota Auris,Station wagon,,Manuel,Electric/Gasoline,17750.0
Opel Grandland X,Off-Road/Pick-up,,Manuel,Electric/Gasoline,36945.0
Opel Ampera,Compact,77945.0,Automatic,Electric/Gasoline,13940.0
Toyota Aygo,Compact,4783.0,Automatic,Gasoline,15950.0
Honda HR-V,Off-Road/Pick-up,106309.0,Manuel,Gasoline,17444.0
Volkswagen up!,Compact,132106.0,Semi-automatic,Gasoline,4750.0
Opel Astra,Station wagon,99161.0,,Diesel,8450.0
Honda HR-V,Off-Road/Pick-up,19891.0,Manuel,Gasoline,26950.0
Toyota Auris,Compact,103354.0,Automatic,,12899.0
Volkswagen Caddy,Transporter,184471.0,Automatic,Diesel,7850.0
Volkswagen Caddy,Transporter,246274.0,Manuel,Diesel,10650.0
Toyota C-HR,Off-Road/Pick-up,,Automatic,Electric/Gasoline,21499.0
Toyota Auris,Compact,110427.0,Automatic,Electric/Gasoline,10350.0
Volkswagen Transporter,Transporter,207618.0,Automatic,Diesel,17950.0
Volkswagen Golf,Compact,29365.0,Automatic,Electric,14990.0
Opel Adam,Compact,156844.0,Semi-automatic,Other,7880.0
Volkswagen Polo,Compact,242202.0,,Diesel,5495.0
Volkswagen Golf,Compact,128394.0,Manuel,Diesel,10745.0
Volkswagen Golf Variant,Station wagon,96914.0,Automatic,Gasoline,13440.0
Volkswagen Tiguan,Station wagon,142000.0,Manuel,Gasoline,10999.0
Volkswagen Polo,,,Manuel,Diesel,4995.0
Volkswagen Amarok,Off-Road/Pick-up,7300.0,Automatic,,52495.0
Volkswagen Polo,Compact,103163.0,Manuel,Gasoline,11650.0
Volkswagen Touran,Station wagon,128554.0,Automatic,Diesel,11500.0
Volkswagen Tiguan,Off-Road/Pick-up,74957.0,,Gasoline,21900.0
Toyota Prius+,Van,176197.0,Automatic,Electric/Gasoline,12945.0
Opel Insignia,Station wagon,,Manuel,Gasoline,8495.0
Volkswagen Golf,Compact,145603.0,Automatic,Diesel,12950.0
Volkswagen Passat Variant,Station wagon,146512.0,Manuel,Diesel,8999.0
Toyota Auris,Station wagon,137252.0,Automatic,Electric/Gasoline,11950.0
Toyota Auris,Station wagon,70972.0,Automatic,Electric/Gasoline,14440.0
Volkswagen Passat Variant,Station wagon,133200.0,Manuel,,17895.0
Opel Astra,Van,243000.0,Manuel,Gasoline,5150.0
Toyota Auris,Compact,150934.0,Automatic,Electric/Gasoline,9240.0
Volkswagen Golf GTE,Compact,118285.0,Manuel,Electric/Gasoline,17990.0
Toyota Corolla,Station wagon,18816.0,Manuel,Electric/Gasoline,23935.0
Volkswagen Polo,Compact,236162.0,Manuel,Diesel,4750.0
Volkswagen Caddy,Transporter,113000.0,Manuel,Diesel,6950.0
Tesla Model S,Compact,65437.0,Automatic,Electric,64400.0
Toyota Yaris,Compact,,Manuel,Gasoline,4250.0
Toyota Aygo,Compact,147200.0,Manuel,Gasoline,3750.0
Volkswagen Golf Plus,Van,98500.0,Manuel,Gasoline,7999.0
Volkswagen up!,Compact,166239.0,Semi-automatic,Gasoline,4790.0
Volkswagen Golf,Compact,41819.0,Automatic,Electric,23950.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,,49061.0
Volkswagen up!,Compact,1.0,Automatic,Electric,24542.0
Volkswagen Touran,Van,83688.0,Semi-automatic,Gasoline,14499.0
Opel Meriva,Van,73273.0,Automatic,Gasoline,
Opel Astra,Station wagon,74308.0,Manuel,Diesel,10950.0
Honda HR-V,Off-Road/Pick-up,6.0,Manuel,Gasoline,31499.0
